epoch,train_masked_mse,validation_masked_mse,learning_rate,seconds
1,0.4278135383945136,0.147514867073879,0.001,20.751816100004362
2,0.14793241521325504,0.09634319202202123,0.001,16.60353429999668
3,0.09546217305298683,0.07559342055422504,0.001,11.354142399999546
4,0.06946751316815752,0.05463850382352021,0.001,11.326944600004936
5,0.0658211170214222,0.03539323660249754,0.001,11.274102299998049
6,0.044497202002756406,0.03749146479431812,0.001,11.686023600006592
7,0.03536524244451097,0.0304518292044721,0.001,11.590263699996285
8,0.02805107396301761,0.04663485741787931,0.001,12.835597099998267
9,0.0297264370384875,0.019100997131317854,0.001,19.795188999996753
10,0.023133693525040157,0.018880979561178787,0.001,21.76266680000117
11,0.02127122086472809,0.01973753954034026,0.001,18.954426099997363
12,0.01945998031681552,0.013625007383979676,0.001,19.485330899988185
13,0.018822610012906936,0.012705865168444267,0.001,19.98262790001172
14,0.018247122230547433,0.016655928744911785,0.001,18.382622499993886
15,0.01773125121663152,0.018332593693829526,0.001,11.904619100008858
16,0.015329025226826077,0.012449648447062185,0.001,11.510648499999661
17,0.01664540438989555,0.011894113270611299,0.001,12.333577799989143
18,0.01844281382769584,0.021397148736002968,0.001,12.905802699999185
19,0.01528369258307319,0.011685916233989523,0.001,12.387179000012111
20,0.016113858877078575,0.032902205669570986,0.001,10.339268000010634
21,0.013315689279285042,0.01115534220333779,0.001,9.47986390000733
22,0.012551144744086707,0.013214492718916296,0.001,9.625361899990821
23,0.010267225717195513,0.011199855271204397,0.001,9.580020599998534
24,0.010930526772761915,0.021788783059114726,0.001,10.237780400013435
25,0.015276049357372687,0.01394802774870541,0.001,10.863582200006931
26,0.009391581350697753,0.008051762002429403,0.0005,10.579488299990771
27,0.008178102435341316,0.007782713062890873,0.0005,10.843665799999144
28,0.008628853750822138,0.008144789632330307,0.0005,10.815436700009741
29,0.009212180713769606,0.012306476792706767,0.0005,10.667349299998023
30,0.012467641450889707,0.008127683148969238,0.0005,10.328381900006207
31,0.007478455116780431,0.0073166722658930755,0.0005,8.744091899992782
32,0.01083483763737604,0.009549973969824793,0.0005,10.025958999991417
33,0.007415175109403736,0.0084258384502879,0.0005,12.574858299994958
34,0.008902565889666548,0.010836948413492703,0.0005,12.944338399989647
35,0.011178424460543755,0.010065451957194544,0.0005,12.470462600002065
36,0.008381521193157162,0.007047065732455472,0.00025,9.88234320000629
37,0.007284520712665506,0.006449763856192187,0.00025,9.550032300001476
38,0.0069474855707259055,0.006566301134426329,0.00025,9.694727599999169
39,0.00641537991810012,0.0062555658315853555,0.00025,9.658005899997079
40,0.0065108287246682895,0.006510963125392885,0.00025,9.529584700008854
41,0.006938643924130857,0.0056568879531923594,0.00025,9.640853899996728
42,0.006620189680249781,0.005713489874856683,0.00025,9.876688100004685
43,0.005662022961741469,0.005825713356366244,0.00025,9.657364799990319
44,0.0070474607758869955,0.006633433476431159,0.00025,9.761363099998562
45,0.0064796362782266635,0.00602175555583771,0.00025,9.422449199992116
46,0.005589990154103449,0.005892946034181499,0.000125,9.717168700008187
47,0.006397318351523889,0.005894400007602554,0.000125,9.685101499999291
48,0.005465794497223752,0.005380454558379403,0.000125,9.680904799999553
49,0.005741532067739532,0.005383355974605898,0.000125,9.700710599994636
50,0.005865529103043767,0.005316105381608373,0.000125,9.54569420000189
