epoch,train_masked_mse,validation_masked_mse,learning_rate,seconds
1,0.42552845691254126,0.14327936773983443,0.001,22.586066100004246
2,0.1496271529985429,0.07361468918076376,0.001,22.530979899995145
3,0.1017421300707521,0.09980895651913271,0.001,22.33208979999472
4,0.07604049862411914,0.05802922550497985,0.001,22.12771200000134
5,0.06836896113071447,0.030522036025436912,0.001,24.156153200005065
6,0.042743348312371705,0.02933313037700406,0.001,22.592551000008825
7,0.03773864361270543,0.03946676449395898,0.001,22.683220300008543
8,0.03531896331860878,0.028992069975995436,0.001,23.257580699995742
9,0.02650136078938141,0.022722469665473553,0.001,23.14566520000517
10,0.019981078493280815,0.019819505739866232,0.001,20.959577600006014
11,0.022351201238343492,0.02106496048864068,0.001,22.48327659998904
12,0.024464331521296206,0.014723129099144078,0.001,24.11021320000873
13,0.020989614710430288,0.01589380619797583,0.001,24.098792000004323
14,0.018379518795317334,0.019742640541730132,0.001,22.973789700001362
15,0.020672945996805553,0.025587574774740128,0.001,22.60752920000232
16,0.0163914674800336,0.011991631520753046,0.001,22.33201110000664
17,0.014103389630832592,0.010978381884874912,0.001,22.401376199995866
18,0.017061816247061212,0.01119203381126792,0.001,23.234601599993766
19,0.01403449330737884,0.009871203475063893,0.001,22.56131250000908
20,0.01616680385380545,0.02363951918782621,0.001,23.296828599995933
21,0.01710257134986911,0.012160436809630838,0.001,23.05050540000957
22,0.011368482679996883,0.013720741569314425,0.001,24.552947200005292
23,0.01174272142149889,0.022538427462256174,0.001,23.992959700000938
24,0.0095436826474918,0.01377024855067181,0.0005,23.60339099999692
25,0.00967292471953927,0.010134821235224968,0.0005,23.266035799999372
26,0.008306344070431142,0.007651779840405031,0.0005,23.23969419999048
27,0.007821310042008497,0.006883007921448841,0.0005,24.474527300000773
28,0.009211163567860106,0.008237854042374416,0.0005,24.292835000000196
29,0.007635400981904582,0.016265401716071475,0.0005,24.870200999997905
30,0.01145242445935655,0.007347173125642102,0.0005,34.581165900002816
31,0.008667708713767793,0.007387231348264144,0.0005,24.59058200000436
32,0.008893758290447295,0.006881674599731568,0.00025,22.410661699992488
33,0.006662268183392614,0.00633481471577841,0.00025,21.7236494999961
34,0.00721540687160345,0.008123763311631614,0.00025,21.586014400003478
35,0.007487472476420057,0.0060301772915054026,0.00025,21.08250129999942
36,0.006754423353678166,0.006149545026568287,0.00025,21.264085699993302
37,0.007553939264028349,0.006096380065683639,0.00025,22.289401400004863
38,0.007376394344390973,0.007459345307746311,0.00025,22.147965199997998
39,0.006888541957395601,0.006330628745916595,0.00025,21.95519900000363
40,0.006295934846971988,0.005925849240511746,0.000125,22.75670500000706
41,0.006560696934237997,0.005628336662506094,0.000125,22.29414220000035
42,0.006357968710475295,0.005719642575813185,0.000125,24.233863200002816
43,0.005627672304816073,0.005532061814603101,0.000125,22.11104219999106
44,0.00659711537309045,0.005367126636684123,0.000125,22.454267099994468
45,0.005927298741399749,0.0054307790933086015,0.000125,22.2517530000041
46,0.005575359520019433,0.005631444206256874,0.000125,22.30058399999689
47,0.0067044475962191605,0.006312866699484336,0.000125,21.895143999994616
48,0.0058940284174254206,0.005403141278160236,0.000125,22.9318176000088
49,0.005929064528763663,0.005163180184686874,6.25e-05,21.869111200008774
50,0.005936121529819117,0.005194086942781989,6.25e-05,22.282221299989033
