epoch,train_masked_mse,validation_masked_mse,learning_rate,seconds
1,0.4272679766938413,0.14420581327342405,0.001,9.024632500004373
2,0.15118801063559587,0.09434417798751737,0.001,7.240122200004407
3,0.08832208769285872,0.07577104116903573,0.001,6.608419399999548
4,0.06658174445977387,0.053588446184265906,0.001,6.92885810000007
5,0.056314450078337644,0.02798602073566943,0.001,10.442774700000882
6,0.03646327825729776,0.022760416176624415,0.001,12.048392800003057
7,0.034608357333358826,0.03346638674507054,0.001,11.40377730000182
8,0.02486648682292692,0.027872832889509636,0.001,6.840289700005087
9,0.03129547508480074,0.016461643026914538,0.001,6.79301100000157
10,0.018951024281760605,0.01831083193921098,0.001,7.181881800002884
11,0.01906084030168131,0.014447015707335639,0.001,6.6872059000015724
12,0.016435159746072476,0.01461056935055772,0.001,6.592968299999484
13,0.01680859334563698,0.012275274928159467,0.001,6.649348099992494
14,0.017460192886401753,0.01699387485434006,0.001,6.14801790000638
15,0.017416733928719567,0.014271181491317182,0.001,6.320434900000691
16,0.015050261702145086,0.01178075379135496,0.001,6.389499299999443
17,0.014524959617362821,0.009262982960336091,0.001,6.375481199997012
18,0.014715389184842005,0.019875084316903133,0.001,6.605305599994608
19,0.01354367052264671,0.011263336412744915,0.001,6.526537600002484
20,0.014301237712121185,0.00958458287925346,0.001,6.139941899993573
21,0.009541695247350686,0.01194380011080151,0.001,5.914854699993157
22,0.00981550355977566,0.01612466238382295,0.0005,6.263214499995229
23,0.008967059745536108,0.008272633365378148,0.0005,6.045471699995687
24,0.008692898568501261,0.019730569942422758,0.0005,6.148345200010226
25,0.013033309298859312,0.008025599064350856,0.0005,5.96531519999553
26,0.00832787418175727,0.00798833074201489,0.0005,5.918162100002519
27,0.008861631071527206,0.008796294001158236,0.0005,6.097997600008966
28,0.009720181584068564,0.009605221649086693,0.0005,6.398552800004836
29,0.008558657411315916,0.019296127110265376,0.0005,6.514903999996022
30,0.01560892730823049,0.012593815017991313,0.0005,6.791267300010077
31,0.007651220342772205,0.0069573374959163185,0.00025,6.49570839999069
32,0.00823834305559285,0.006780945752724641,0.00025,6.597841299997526
33,0.006703609112563571,0.006812424579260462,0.00025,6.627163199998904
34,0.007503984232518165,0.007171103600185455,0.00025,6.622600000002421
35,0.008443039335841458,0.006377111108144518,0.00025,6.565557399997488
36,0.006983928262012672,0.006546786211135729,0.00025,6.619429099999252
37,0.007944548069811609,0.006561079647437465,0.00025,6.556672799997614
38,0.007279628676927063,0.00659922104351586,0.00025,7.390769100005855
39,0.0070779455159309095,0.007398884678145916,0.00025,6.8631930999981705
40,0.00673215132446474,0.006090425717269593,0.000125,6.555639800004428
41,0.006798958099411561,0.00580026191040283,0.000125,6.435994500003289
42,0.006700202352870627,0.005896537669752611,0.000125,6.701568500007852
43,0.0058768334364249575,0.005987421236080458,0.000125,6.577728500007652
44,0.00698509121841055,0.005769849563210566,0.000125,6.396436299997731
45,0.00620893624847878,0.005763927362461734,0.000125,6.921526899997843
46,0.006123438766072447,0.005953589136280664,0.000125,10.004358899997897
47,0.007173287719201243,0.0063643592307571235,0.000125,6.82900559999689
48,0.00612332316966077,0.0058015331032504214,0.000125,6.356664100007038
49,0.006235251676601669,0.005641519701074264,0.000125,6.5084353999991436
50,0.006458478592580034,0.006125901841342722,0.000125,6.361857299998519
