epoch,train_masked_mse,validation_masked_mse,learning_rate,seconds
1,0.46443620493466203,0.1827495227136263,0.001,4.389388499999768
2,0.11797941763460347,0.046676837748325456,0.001,4.522208299997146
3,0.044320305645884565,0.03240997797423383,0.001,4.465397200008738
4,0.03279094097008778,0.04906997201600816,0.001,4.3531027999997605
5,0.027504543073226164,0.023123397741739344,0.001,4.350476399995387
6,0.029416458235979704,0.0329415799436591,0.001,4.5053907000110485
7,0.030725032830085878,0.023931412614041532,0.001,4.657711899999413
8,0.02420121618847698,0.018907268588408466,0.001,4.4183002000063425
9,0.024179878791941476,0.018674571998417377,0.001,4.390204499999527
10,0.019146864548419656,0.016000583330623624,0.001,4.191418699992937
11,0.016597089018614498,0.016067847406502994,0.001,3.9968184999888763
12,0.019154367033197773,0.014733773020164268,0.001,4.15002440000535
13,0.02084230821119582,0.01909078613900375,0.001,4.801819399988744
14,0.017182892732211928,0.014276226843343821,0.001,4.740687599987723
15,0.018590203554753864,0.014914537118407102,0.001,4.438033099999302
16,0.017372136113425935,0.01339754461390307,0.001,4.545891000001575
17,0.019634279154628963,0.016169895875131395,0.001,4.665433199988911
18,0.02683913580221223,0.014659953312153315,0.001,4.363572400005069
19,0.014592135146280183,0.013459906532860747,0.001,4.5371879000013
20,0.015080910905620411,0.016243458787978785,0.001,4.343593499987037
21,0.010961026672786608,0.01266701738974761,0.0005,4.453231699997559
22,0.012788850366620157,0.010932008623679327,0.0005,4.575834300005226
23,0.012603107876973578,0.01730210914151607,0.0005,4.157497799998964
24,0.01125050952408539,0.015576791674148565,0.0005,4.24802389999968
25,0.01217304076534346,0.009679749230399909,0.0005,4.214296799997101
26,0.010174649989148151,0.01266516749065642,0.0005,4.065860200003954
27,0.011195015306182401,0.009525488570854976,0.0005,4.147137699997984
28,0.013057936192384448,0.010670562608383323,0.0005,4.314171899997746
29,0.011237412623422417,0.01733367509356268,0.0005,4.172059399992577
30,0.017380353411035526,0.010327364034132987,0.0005,4.424256300000707
31,0.01178070595985944,0.009301997939828874,0.0005,4.389194500006852
32,0.014001695087179541,0.013104464668530698,0.0005,4.530233700003009
33,0.011530721386025561,0.010799432826432876,0.0005,4.307322199994815
34,0.012081147839029511,0.00934576350633373,0.0005,4.374050799990073
35,0.01451386607595344,0.011744136337145435,0.0005,4.249123699992197
36,0.010591911208360795,0.009272275671431022,0.00025,4.550999400002183
37,0.011244501585047171,0.009853372560450581,0.00025,4.379972400012775
38,0.009984990288116741,0.00861643067640593,0.00025,4.388500299988664
39,0.009487271486064312,0.010119098083899788,0.00025,4.256563499991898
40,0.009589264255651854,0.009456733642032415,0.00025,4.262102299995604
41,0.011523892649218805,0.008161211448789733,0.00025,4.471376199988299
42,0.011008660583991406,0.008993080740499242,0.00025,4.7182156999915605
43,0.009336031663708326,0.008253496657012076,0.00025,4.623264299996663
44,0.011050368830326398,0.00874861110876337,0.00025,4.566233000005013
45,0.009445699832989698,0.008444070529260831,0.00025,4.9717926000012085
46,0.008066805779032071,0.008223737049819447,0.000125,4.338781200000085
47,0.010731724881091469,0.008912959164462803,0.000125,4.5400976999953855
48,0.008164698775274782,0.007679972926824831,0.000125,4.919888499993249
49,0.008653124252673422,0.007611550292761133,0.000125,4.481608999994933
50,0.008297626571995686,0.00774172358442007,0.000125,4.144989099993836
